fecha,cod_ine,CCAA,total,tipo
2020-03-15,15,Navarra,183,casos
2020-03-16,15,Navarra,274,casos
2020-03-17,15,Navarra,313,casos
2020-03-18,15,Navarra,386,casos
2020-03-19,15,Navarra,482,casos
2020-03-20,15,Navarra,554,casos
2020-03-21,15,Navarra,664,casos
2020-03-22,15,Navarra,794,casos
2020-03-23,15,Navarra,886,casos
2020-03-24,15,Navarra,1014,casos
2020-03-25,15,Navarra,1197,casos
2020-03-26,15,Navarra,1411,casos
2020-03-27,15,Navarra,1641,casos
2020-03-28,15,Navarra,1829,casos
2020-03-29,15,Navarra,2011,casos
2020-03-30,15,Navarra,2146,casos
2020-03-31,15,Navarra,2305,casos
2020-04-01,15,Navarra,2497,casos
2020-04-02,15,Navarra,2682,casos
2020-04-03,15,Navarra,2836,casos
2020-04-04,15,Navarra,2972,casos
2020-04-05,15,Navarra,3073,casos
2020-04-06,15,Navarra,3231,casos
2020-04-07,15,Navarra,3355,casos
2020-04-08,15,Navarra,3467,casos
2020-04-09,15,Navarra,3575,casos
2020-04-10,15,Navarra,3748,casos
2020-04-11,15,Navarra,3817,casos
2020-04-12,15,Navarra,3969,casos
2020-04-13,15,Navarra,4092,casos
2020-04-14,15,Navarra,4150,casos
2020-04-15,15,Navarra,4246,casos
2020-02-27,16,País Vasco,0,casos
2020-02-28,16,País Vasco,0,casos
2020-02-29,16,País Vasco,2,casos
2020-03-01,16,País Vasco,3,casos
2020-03-02,16,País Vasco,9,casos
2020-03-03,16,País Vasco,13,casos
2020-03-04,16,País Vasco,17,casos
2020-03-05,16,País Vasco,17,casos
2020-03-06,16,País Vasco,45,casos
2020-03-07,16,País Vasco,45,casos
2020-03-08,16,País Vasco,102,casos
2020-03-09,16,País Vasco,149,casos
2020-03-10,16,País Vasco,195,casos
2020-03-11,16,País Vasco,225,casos
2020-03-12,16,País Vasco,346,casos
2020-03-13,16,País Vasco,417,casos
2020-03-14,16,País Vasco,417,casos
2020-03-15,16,País Vasco,630,casos
2020-03-16,16,País Vasco,630,casos
2020-03-17,16,País Vasco,765,casos
2020-03-18,16,País Vasco,973,casos
2020-03-19,16,País Vasco,1190,casos
2020-03-20,16,País Vasco,1465,casos
2020-03-21,16,País Vasco,1725,casos
2020-03-22,16,País Vasco,2097,casos
2020-03-23,16,País Vasco,2421,casos
2020-03-24,16,País Vasco,2728,casos
2020-03-25,16,País Vasco,3271,casos
2020-03-26,16,País Vasco,3946,casos
2020-03-27,16,País Vasco,4601,casos
2020-03-28,16,País Vasco,5136,casos
2020-03-29,16,País Vasco,5740,casos
2020-03-30,16,País Vasco,6057,casos
2020-03-31,16,País Vasco,6320,casos
2020-04-01,16,País Vasco,6838,casos
2020-04-02,16,País Vasco,7317,casos
2020-04-03,16,País Vasco,7827,casos
2020-04-04,16,País Vasco,8187,casos
2020-04-05,16,País Vasco,8628,casos
2020-04-06,16,País Vasco,8810,casos
2020-04-07,16,País Vasco,9021,casos
2020-04-08,16,País Vasco,9452,casos
2020-04-09,16,País Vasco,9806,casos
2020-04-10,16,País Vasco,10103,casos
2020-04-11,16,País Vasco,10515,casos
2020-04-12,16,País Vasco,10772,casos
2020-04-13,16,País Vasco,11018,casos
2020-04-14,16,País Vasco,11226,casos
2020-04-15,16,País Vasco,11475,casos
2020-02-27,17,La Rioja,0,casos
2020-02-28,17,La Rioja,0,casos
2020-02-29,17,La Rioja,0,casos
2020-03-01,17,La Rioja,0,casos
2020-03-02,17,La Rioja,1,casos
2020-03-03,17,La Rioja,3,casos
2020-03-04,17,La Rioja,7,casos
2020-03-05,17,La Rioja,11,casos
2020-03-06,17,La Rioja,29,casos
2020-03-07,17,La Rioja,39,casos
2020-03-08,17,La Rioja,55,casos
2020-03-09,17,La Rioja,81,casos
2020-03-10,17,La Rioja,144,casos
2020-03-11,17,La Rioja,179,casos
2020-03-12,17,La Rioja,205,casos
2020-03-13,17,La Rioja,243,casos
2020-03-14,17,La Rioja,278,casos
2020-03-15,17,La Rioja,300,casos
2020-03-16,17,La Rioja,312,casos
2020-03-17,17,La Rioja,355,casos
2020-03-18,17,La Rioja,419,casos
2020-03-19,17,La Rioja,468,casos
2020-03-20,17,La Rioja,497,casos
2020-03-21,17,La Rioja,564,casos
2020-03-22,17,La Rioja,654,casos
2020-03-23,17,La Rioja,747,casos
2020-03-24,17,La Rioja,802,casos
2020-03-25,17,La Rioja,928,casos
2020-03-26,17,La Rioja,995,casos
2020-03-27,17,La Rioja,1236,casos
2020-03-28,17,La Rioja,1436,casos
2020-03-29,17,La Rioja,1629,casos
2020-03-30,17,La Rioja,1733,casos
2020-03-31,17,La Rioja,1810,casos
2020-04-01,17,La Rioja,1960,casos
2020-04-02,17,La Rioja,2083,casos
2020-04-03,17,La Rioja,2224,casos
2020-04-04,17,La Rioja,2405,casos
2020-04-05,17,La Rioja,2592,casos
2020-04-06,17,La Rioja,2719,casos
2020-04-07,17,La Rioja,2846,casos
2020-04-08,17,La Rioja,2951,casos
2020-04-09,17,La Rioja,3026,casos
2020-04-10,17,La Rioja,3076,casos
2020-04-11,17,La Rioja,3223,casos
2020-04-12,17,La Rioja,3279,casos
2020-04-13,17,La Rioja,3358,casos
2020-04-14,17,La Rioja,3420,casos
2020-04-15,17,La Rioja,3457,casos
2020-02-27,00,Total,16,casos
2020-02-28,00,Total,32,casos
2020-02-29,00,Total,44,casos
2020-03-01,00,Total,66,casos
2020-03-02,00,Total,114,casos
2020-03-03,00,Total,150,casos
2020-03-04,00,Total,198,casos
2020-03-05,00,Total,237,casos
2020-03-06,00,Total,365,casos
2020-03-07,00,Total,430,casos
2020-03-08,00,Total,589,casos
2020-03-09,00,Total,999,casos
2020-03-10,00,Total,1622,casos
2020-03-11,00,Total,2128,casos
2020-03-12,00,Total,2950,casos
2020-03-13,00,Total,4209,casos
2020-03-14,00,Total,5753,casos
2020-03-15,00,Total,7753,casos
2020-03-16,00,Total,9191,casos
2020-03-17,00,Total,11178,casos
2020-03-18,00,Total,13716,casos
2020-03-19,00,Total,17147,casos
2020-03-20,00,Total,19980,casos
2020-03-21,00,Total,24926,casos
2020-03-22,00,Total,28572,casos
2020-03-23,00,Total,33089,casos
2020-03-24,00,Total,39673,casos
2020-03-25,00,Total,47610,casos
2020-03-26,00,Total,56188,casos
2020-03-27,00,Total,64059,casos
2020-03-28,00,Total,72248,casos
2020-03-29,00,Total,78797,casos
2020-03-30,00,Total,85195,casos
2020-03-31,00,Total,94417,casos
2020-04-01,00,Total,102136,casos
2020-04-02,00,Total,110238,casos
2020-04-03,00,Total,117710,casos
2020-04-04,00,Total,124736,casos
2020-04-05,00,Total,130759,casos
2020-04-06,00,Total,135032,casos
2020-04-07,00,Total,140510,casos
2020-04-08,00,Total,146690,casos
2020-04-09,00,Total,152446,casos
2020-04-10,00,Total,157022,casos
2020-04-11,00,Total,161852,casos
2020-04-12,00,Total,166019,casos
2020-04-13,00,Total,169496,casos
2020-04-14,00,Total,172541,casos
2020-04-15,00,Total,177633,casos
2020-03-21,01,Andalucía,605,hospitalizados
2020-03-22,01,Andalucía,724,hospitalizados
2020-03-23,01,Andalucía,865,hospitalizados
2020-03-24,01,Andalucía,1132,hospitalizados
2020-03-25,01,Andalucía,1433,hospitalizados
2020-03-26,01,Andalucía,1626,hospitalizados
2020-03-27,01,Andalucía,1843,hospitalizados
2020-03-28,01,Andalucía,2106,hospitalizados
2020-03-29,01,Andalucía,2294,hospitalizados
2020-03-30,01,Andalucía,2671,hospitalizados
2020-03-31,01,Andalucía,2867,hospitalizados
2020-04-01,01,Andalucía,3147,hospitalizados
2020-04-02,01,Andalucía,3444,hospitalizados
2020-04-03,01,Andalucía,3673,hospitalizados
2020-04-04,01,Andalucía,3896,hospitalizados
2020-04-05,01,Andalucía,4107,hospitalizados
2020-04-06,01,Andalucía,4227,hospitalizados
2020-04-07,01,Andalucía,4335,hospitalizados
2020-04-08,01,Andalucía,4463,hospitalizados
2020-04-09,01,Andalucía,4599,hospitalizados
2020-04-10,01,Andalucía,4715,hospitalizados
2020-04-11,01,Andalucía,4808,hospitalizados
2020-04-12,01,Andalucía,4950,hospitalizados
2020-04-13,01,Andalucía,4993,hospitalizados
2020-04-14,01,Andalucía,5054,hospitalizados
2020-04-15,01,Andalucía,5147,hospitalizados
2020-03-21,02,Aragón,192,hospitalizados
2020-03-22,02,Aragón,241,hospitalizados
2020-03-23,02,Aragón,298,hospitalizados
2020-03-24,02,Aragón,384,hospitalizados
2020-03-25,02,Aragón,459,hospitalizados
2020-03-26,02,Aragón,562,hospitalizados
2020-03-27,02,Aragón,693,hospitalizados
2020-03-28,02,Aragón,835,hospitalizados
2020-03-29,02,Aragón,835,hospitalizados
2020-03-30,02,Aragón,1094,hospitalizados
2020-03-31,02,Aragón,1176,hospitalizados
2020-04-01,02,Aragón,1234,hospitalizados
2020-04-02,02,Aragón,1320,hospitalizados
2020-04-03,02,Aragón,1431,hospitalizados
2020-04-04,02,Aragón,1505,hospitalizados
2020-04-05,02,Aragón,1588,hospitalizados
2020-04-06,02,Aragón,1637,hospitalizados
2020-04-07,02,Aragón,1663,hospitalizados
2020-04-08,02,Aragón,1716,hospitalizados
2020-04-09,02,Aragón,1765,hospitalizados
2020-04-10,02,Aragón,1822,hospitalizados
2020-04-11,02,Aragón,1860,hospitalizados
2020-04-12,02,Aragón,1901,hospitalizados
2020-04-13,02,Aragón,1938,hospitalizados
2020-04-14,02,Aragón,1966,hospitalizados
2020-04-15,02,Aragón,2006,hospitalizados
2020-03-21,03,Asturias,133,hospitalizados
2020-03-22,03,Asturias,171,hospitalizados
2020-03-23,03,Asturias,194,hospitalizados
2020-03-24,03,Asturias,224,hospitalizados
2020-03-25,03,Asturias,263,hospitalizados
2020-03-26,03,Asturias,300,hospitalizados
2020-03-27,03,Asturias,339,hospitalizados
2020-03-28,03,Asturias,408,hospitalizados
2020-03-29,03,Asturias,466,hospitalizados
2020-03-30,03,Asturias,479,hospitalizados
2020-03-31,03,Asturias,529,hospitalizados
2020-04-01,03,Asturias,590,hospitalizados
2020-04-02,03,Asturias,640,hospitalizados
2020-04-03,03,Asturias,702,hospitalizados
2020-04-04,03,Asturias,766,hospitalizados
2020-04-05,03,Asturias,808,hospitalizados
2020-04-06,03,Asturias,846,hospitalizados
2020-04-07,03,Asturias,889,hospitalizados
2020-04-08,03,Asturias,958,hospitalizados
2020-04-09,03,Asturias,1018,hospitalizados
2020-04-10,03,Asturias,1083,hospitalizados
2020-04-11,03,Asturias,1147,hospitalizados
2020-04-12,03,Asturias,1208,hospitalizados
2020-04-13,03,Asturias,1265,hospitalizados
2020-04-14,03,Asturias,1330,hospitalizados
2020-04-15,03,Asturias,1387,hospitalizados
2020-03-21,04,Baleares,60,hospitalizados
2020-03-22,04,Baleares,79,hospitalizados
2020-03-23,04,Baleares,87,hospitalizados
2020-03-24,04,Baleares,127,hospitalizados
2020-03-25,04,Baleares,164,hospitalizados
2020-03-26,04,Baleares,205,hospitalizados
2020-03-27,04,Baleares,237,hospitalizados
2020-03-28,04,Baleares,283,hospitalizados
2020-03-29,04,Baleares,345,hospitalizados
2020-03-30,04,Baleares,353,hospitalizados
2020-03-31,04,Baleares,399,hospitalizados
2020-04-01,04,Baleares,468,hospitalizados
2020-04-02,04,Baleares,517,hospitalizados
2020-04-03,04,Baleares,587,hospitalizados
2020-04-04,04,Baleares,634,hospitalizados
2020-04-05,04,Baleares,664,hospitalizados
2020-04-06,04,Baleares,683,hospitalizados
2020-04-07,04,Baleares,705,hospitalizados
2020-04-08,04,Baleares,731,hospitalizados
2020-04-09,04,Baleares,751,hospitalizados
2020-04-10,04,Baleares,777,hospitalizados
2020-04-11,04,Baleares,778,hospitalizados
2020-04-12,04,Baleares,805,hospitalizados
2020-04-13,04,Baleares,811,hospitalizados
2020-04-14,04,Baleares,826,hospitalizados
2020-04-15,04,Baleares,857,hospitalizados
2020-03-21,05,Canarias,139,hospitalizados
2020-03-22,05,Canarias,150,hospitalizados
2020-03-23,05,Canarias,172,hospitalizados
2020-03-24,05,Canarias,207,hospitalizados
2020-03-25,05,Canarias,235,hospitalizados
2020-03-26,05,Canarias,279,hospitalizados
2020-03-27,05,Canarias,328,hospitalizados
2020-03-28,05,Canarias,377,hospitalizados
2020-03-29,05,Canarias,425,hospitalizados
2020-03-30,05,Canarias,444,hospitalizados
2020-03-31,05,Canarias,483,hospitalizados
2020-04-01,05,Canarias,532,hospitalizados
2020-04-02,05,Canarias,566,hospitalizados
2020-04-03,05,Canarias,605,hospitalizados
2020-04-04,05,Canarias,632,hospitalizados
2020-04-05,05,Canarias,644,hospitalizados
2020-04-06,05,Canarias,651,hospitalizados
2020-04-07,05,Canarias,689,hospitalizados
2020-04-08,05,Canarias,703,hospitalizados
2020-04-09,05,Canarias,730,hospitalizados
2020-04-10,05,Canarias,738,hospitalizados
2020-04-11,05,Canarias,745,hospitalizados
2020-04-12,05,Canarias,758,hospitalizados
2020-04-13,05,Canarias,763,hospitalizados
2020-04-14,05,Canarias,771,hospitalizados
2020-04-15,05,Canarias,781,hospitalizados
2020-03-21,06,Cantabria,92,hospitalizados
2020-03-22,06,Cantabria,116,hospitalizados
2020-03-23,06,Cantabria,157,hospitalizados
2020-03-24,06,Cantabria,200,hospitalizados
2020-03-25,06,Cantabria,241,hospitalizados
2020-03-26,06,Cantabria,300,hospitalizados
2020-03-27,06,Cantabria,355,hospitalizados
2020-03-28,06,Cantabria,406,hospitalizados
2020-03-29,06,Cantabria,449,hospitalizados
2020-03-30,06,Cantabria,481,hospitalizados
2020-03-31,06,Cantabria,522,hospitalizados
2020-04-01,06,Cantabria,543,hospitalizados
2020-04-02,06,Cantabria,567,hospitalizados
2020-04-03,06,Cantabria,592,hospitalizados
2020-04-04,06,Cantabria,619,hospitalizados
2020-04-05,06,Cantabria,639,hospitalizados
2020-04-06,06,Cantabria,658,hospitalizados
2020-04-07,06,Cantabria,677,hospitalizados
2020-04-08,06,Cantabria,700,hospitalizados
2020-04-09,06,Cantabria,720,hospitalizados
2020-04-10,06,Cantabria,747,hospitalizados
2020-04-11,06,Cantabria,773,hospitalizados
2020-04-12,06,Cantabria,805,hospitalizados
2020-04-13,06,Cantabria,827,hospitalizados
2020-04-14,06,Cantabria,853,hospitalizados
2020-04-15,06,Cantabria,873,hospitalizados
2020-03-21,08,Castilla-La Mancha,635,hospitalizados
2020-03-22,08,Castilla-La Mancha,838,hospitalizados
2020-03-23,08,Castilla-La Mancha,1547,hospitalizados
2020-03-24,08,Castilla-La Mancha,1826,hospitalizados
2020-03-25,08,Castilla-La Mancha,2162,hospitalizados
2020-03-26,08,Castilla-La Mancha,2162,hospitalizados
2020-03-27,08,Castilla-La Mancha,2707,hospitalizados
2020-03-28,08,Castilla-La Mancha,2977,hospitalizados
2020-03-29,08,Castilla-La Mancha,3018,hospitalizados
2020-03-30,08,Castilla-La Mancha,3134,hospitalizados
2020-03-31,08,Castilla-La Mancha,3225,hospitalizados
2020-04-01,08,Castilla-La Mancha,3230,hospitalizados
2020-04-02,08,Castilla-La Mancha,3230,hospitalizados
2020-04-03,08,Castilla-La Mancha,3168,hospitalizados
2020-04-04,08,Castilla-La Mancha,3133,hospitalizados
2020-04-05,08,Castilla-La Mancha,2950,hospitalizados
2020-04-06,08,Castilla-La Mancha,2901,hospitalizados
2020-04-07,08,Castilla-La Mancha,2908,hospitalizados
2020-04-08,08,Castilla-La Mancha,2731,hospitalizados
2020-04-09,08,Castilla-La Mancha,2575,hospitalizados
2020-04-10,08,Castilla-La Mancha,2359,hospitalizados
2020-04-11,08,Castilla-La Mancha,2198,hospitalizados
2020-04-12,08,Castilla-La Mancha,6838,hospitalizados
2020-04-13,08,Castilla-La Mancha,7782,hospitalizados
2020-04-14,08,Castilla-La Mancha,7830,hospitalizados
2020-04-15,08,Castilla-La Mancha,7896,hospitalizados
2020-03-21,07,Castilla y León,575,hospitalizados
2020-03-22,07,Castilla y León,709,hospitalizados
2020-03-23,07,Castilla y León,860,hospitalizados
2020-03-24,07,Castilla y León,1057,hospitalizados
2020-03-25,07,Castilla y León,1244,hospitalizados
2020-03-26,07,Castilla y León,1515,hospitalizados
2020-03-27,07,Castilla y León,1791,hospitalizados
2020-03-28,07,Castilla y León,2063,hospitalizados
2020-03-29,07,Castilla y León,2408,hospitalizados
2020-03-30,07,Castilla y León,2540,hospitalizados
2020-03-31,07,Castilla y León,2601,hospitalizados
2020-04-01,07,Castilla y León,2692,hospitalizados
2020-04-02,07,Castilla y León,2709,hospitalizados
2020-04-03,07,Castilla y León,2711,hospitalizados
2020-04-04,07,Castilla y León,2664,hospitalizados
2020-04-05,07,Castilla y León,2574,hospitalizados
2020-04-06,07,Castilla y León,2508,hospitalizados
2020-04-07,07,Castilla y León,5180,hospitalizados
2020-04-08,07,Castilla y León,5322,hospitalizados
2020-04-09,07,Castilla y León,5523,hospitalizados
2020-04-10,07,Castilla y León,5674,hospitalizados
2020-04-11,07,Castilla y León,5817,hospitalizados
2020-04-12,07,Castilla y León,5957,hospitalizados
2020-04-13,07,Castilla y León,6077,hospitalizados
2020-04-14,07,Castilla y León,6175,hospitalizados
2020-04-15,07,Castilla y León,6306,hospitalizados
2020-03-21,09,Cataluña,1681,hospitalizados
2020-03-22,09,Cataluña,1681,hospitalizados
2020-03-23,09,Cataluña,1681,hospitalizados
2020-03-24,09,Cataluña,3599,hospitalizados
2020-03-25,09,Cataluña,5434,hospitalizados
2020-03-26,09,Cataluña,7439,hospitalizados
2020-03-27,09,Cataluña,8545,hospitalizados
2020-03-28,09,Cataluña,9900,hospitalizados
2020-03-29,09,Cataluña,10688,hospitalizados
2020-03-30,09,Cataluña,11769,hospitalizados
2020-03-31,09,Cataluña,12974,hospitalizados
2020-04-01,09,Cataluña,13969,hospitalizados
2020-04-02,09,Cataluña,15489,hospitalizados
2020-04-03,09,Cataluña,17257,hospitalizados
2020-04-04,09,Cataluña,17678,hospitalizados
2020-04-05,09,Cataluña,18656,hospitalizados
2020-04-06,09,Cataluña,19143,hospitalizados
2020-04-07,09,Cataluña,19745,hospitalizados
2020-04-08,09,Cataluña,20250,hospitalizados
2020-04-09,09,Cataluña,20943,hospitalizados
2020-04-10,09,Cataluña,21530,hospitalizados
2020-04-11,09,Cataluña,21921,hospitalizados
2020-04-12,09,Cataluña,22369,hospitalizados
2020-04-13,09,Cataluña,22780,hospitalizados
2020-04-14,09,Cataluña,23126,hospitalizados
2020-04-15,09,Cataluña,23372,hospitalizados
2020-03-21,18,Ceuta,0,hospitalizados
2020-03-22,18,Ceuta,0,hospitalizados
2020-03-23,18,Ceuta,0,hospitalizados
2020-03-24,18,Ceuta,0,hospitalizados
2020-03-25,18,Ceuta,2,hospitalizados
2020-03-26,18,Ceuta,2,hospitalizados
2020-03-27,18,Ceuta,2,hospitalizados
2020-03-28,18,Ceuta,2,hospitalizados
2020-03-29,18,Ceuta,2,hospitalizados
2020-03-30,18,Ceuta,2,hospitalizados
2020-03-31,18,Ceuta,3,hospitalizados
2020-04-01,18,Ceuta,6,hospitalizados
2020-04-02,18,Ceuta,7,hospitalizados
2020-04-03,18,Ceuta,8,hospitalizados
2020-04-04,18,Ceuta,8,hospitalizados
2020-04-05,18,Ceuta,9,hospitalizados
2020-04-06,18,Ceuta,9,hospitalizados
2020-04-07,18,Ceuta,9,hospitalizados
2020-04-08,18,Ceuta,9,hospitalizados
2020-04-09,18,Ceuta,9,hospitalizados
2020-04-10,18,Ceuta,9,hospitalizados
2020-04-11,18,Ceuta,9,hospitalizados
2020-04-12,18,Ceuta,9,hospitalizados
2020-04-13,18,Ceuta,9,hospitalizados
2020-04-14,18,Ceuta,9,hospitalizados
2020-04-15,18,Ceuta,9,hospitalizados
2020-03-21,10,C. Valenciana,476,hospitalizados
2020-03-22,10,C. Valenciana,590,hospitalizados
2020-03-23,10,C. Valenciana,702,hospitalizados
2020-03-24,10,C. Valenciana,917,hospitalizados
2020-03-25,10,C. Valenciana,1071,hospitalizados
2020-03-26,10,C. Valenciana,1278,hospitalizados
2020-03-27,10,C. Valenciana,1422,hospitalizados
2020-03-28,10,C. Valenciana,1694,hospitalizados
2020-03-29,10,C. Valenciana,1874,hospitalizados
2020-03-30,10,C. Valenciana,2042,hospitalizados
2020-03-31,10,C. Valenciana,2189,hospitalizados
2020-04-01,10,C. Valenciana,2189,hospitalizados
2020-04-02,10,C. Valenciana,2189,hospitalizados
2020-04-03,10,C. Valenciana,2064,hospitalizados
2020-04-04,10,C. Valenciana,1977,hospitalizados
2020-04-05,10,C. Valenciana,1901,hospitalizados
2020-04-06,10,C. Valenciana,1909,hospitalizados
2020-04-07,10,C. Valenciana,1887,hospitalizados
2020-04-08,10,C. Valenciana,1714,hospitalizados
2020-04-09,10,C. Valenciana,3815,hospitalizados
2020-04-10,10,C. Valenciana,3987,hospitalizados
2020-04-11,10,C. Valenciana,4132,hospitalizados
2020-04-12,10,C. Valenciana,4149,hospitalizados
2020-04-13,10,C. Valenciana,4269,hospitalizados
2020-04-14,10,C. Valenciana,4397,hospitalizados
2020-04-15,10,C. Valenciana,4465,hospitalizados
2020-03-21,11,Extremadura,65,hospitalizados
2020-03-22,11,Extremadura,87,hospitalizados
2020-03-23,11,Extremadura,131,hospitalizados
2020-03-24,11,Extremadura,161,hospitalizados
2020-03-25,11,Extremadura,209,hospitalizados
2020-03-26,11,Extremadura,241,hospitalizados
2020-03-27,11,Extremadura,277,hospitalizados
2020-03-28,11,Extremadura,312,hospitalizados
2020-03-29,11,Extremadura,313,hospitalizados
2020-03-30,11,Extremadura,353,hospitalizados
2020-03-31,11,Extremadura,371,hospitalizados
2020-04-01,11,Extremadura,372,hospitalizados
2020-04-02,11,Extremadura,412,hospitalizados
2020-04-03,11,Extremadura,415,hospitalizados
2020-04-04,11,Extremadura,453,hospitalizados
2020-04-05,11,Extremadura,417,hospitalizados
2020-04-06,11,Extremadura,453,hospitalizados
2020-04-07,11,Extremadura,686,hospitalizados
2020-04-08,11,Extremadura,898,hospitalizados
2020-04-09,11,Extremadura,958,hospitalizados
2020-04-10,11,Extremadura,1003,hospitalizados
2020-04-11,11,Extremadura,1052,hospitalizados
2020-04-12,11,Extremadura,1074,hospitalizados
2020-04-13,11,Extremadura,1096,hospitalizados
2020-04-14,11,Extremadura,1114,hospitalizados
2020-04-15,11,Extremadura,1155,hospitalizados
2020-03-21,12,Galicia,168,hospitalizados
2020-03-22,12,Galicia,227,hospitalizados
2020-03-23,12,Galicia,270,hospitalizados
2020-03-24,12,Galicia,338,hospitalizados
2020-03-25,12,Galicia,412,hospitalizados
2020-03-26,12,Galicia,503,hospitalizados
2020-03-27,12,Galicia,557,hospitalizados
2020-03-28,12,Galicia,906,hospitalizados
2020-03-29,12,Galicia,1043,hospitalizados
2020-03-30,12,Galicia,1147,hospitalizados
2020-03-31,12,Galicia,1250,hospitalizados
2020-04-01,12,Galicia,1338,hospitalizados
2020-04-02,12,Galicia,1447,hospitalizados
2020-04-03,12,Galicia,1630,hospitalizados
2020-04-04,12,Galicia,1767,hospitalizados
2020-04-05,12,Galicia,1831,hospitalizados
2020-04-06,12,Galicia,1916,hospitalizados
2020-04-07,12,Galicia,1968,hospitalizados
2020-04-08,12,Galicia,2014,hospitalizados
2020-04-09,12,Galicia,2094,hospitalizados
2020-04-10,12,Galicia,2165,hospitalizados
2020-04-11,12,Galicia,2215,hospitalizados
2020-04-12,12,Galicia,2306,hospitalizados
2020-04-13,12,Galicia,2344,hospitalizados
2020-04-14,12,Galicia,2403,hospitalizados
2020-04-15,12,Galicia,2471,hospitalizados
2020-03-21,13,Madrid,7388,hospitalizados
2020-03-22,13,Madrid,8441,hospitalizados
2020-03-23,13,Madrid,9561,hospitalizados
2020-03-24,13,Madrid,10443,hospitalizados
2020-03-25,13,Madrid,11153,hospitalizados
2020-03-26,13,Madrid,12440,hospitalizados
2020-03-27,13,Madrid,13580,hospitalizados
2020-03-28,13,Madrid,14211,hospitalizados
2020-03-29,13,Madrid,14454,hospitalizados
2020-03-30,13,Madrid,14917,hospitalizados
2020-03-31,13,Madrid,15140,hospitalizados
2020-04-01,13,Madrid,15227,hospitalizados
2020-04-02,13,Madrid,15227,hospitalizados
2020-04-03,13,Madrid,15050,hospitalizados
2020-04-04,13,Madrid,14741,hospitalizados
2020-04-05,13,Madrid,14551,hospitalizados
2020-04-06,13,Madrid,14501,hospitalizados
2020-04-07,13,Madrid,13950,hospitalizados
2020-04-08,13,Madrid,13289,hospitalizados
2020-04-09,13,Madrid,12853,hospitalizados
2020-04-10,13,Madrid,12432,hospitalizados
2020-04-11,13,Madrid,11894,hospitalizados
2020-04-12,13,Madrid,11424,hospitalizados
2020-04-13,13,Madrid,11233,hospitalizados
2020-04-14,13,Madrid,10753,hospitalizados
2020-04-15,13,Madrid,10116,hospitalizados
2020-03-21,19,Melilla,8,hospitalizados
2020-03-22,19,Melilla,12,hospitalizados
2020-03-23,19,Melilla,12,hospitalizados
2020-03-24,19,Melilla,12,hospitalizados
2020-03-25,19,Melilla,14,hospitalizados
2020-03-26,19,Melilla,16,hospitalizados
2020-03-27,19,Melilla,18,hospitalizados
2020-03-28,19,Melilla,22,hospitalizados
2020-03-29,19,Melilla,24,hospitalizados
2020-03-30,19,Melilla,27,hospitalizados
2020-03-31,19,Melilla,27,hospitalizados
2020-04-01,19,Melilla,32,hospitalizados
2020-04-02,19,Melilla,32,hospitalizados
2020-04-03,19,Melilla,34,hospitalizados
2020-04-04,19,Melilla,37,hospitalizados
2020-04-05,19,Melilla,38,hospitalizados
2020-04-06,19,Melilla,38,hospitalizados
2020-04-07,19,Melilla,40,hospitalizados
2020-04-08,19,Melilla,40,hospitalizados
2020-04-09,19,Melilla,40,hospitalizados
2020-04-10,19,Melilla,41,hospitalizados
2020-04-11,19,Melilla,43,hospitalizados
2020-04-12,19,Melilla,43,hospitalizados
2020-04-13,19,Melilla,43,hospitalizados
2020-04-14,19,Melilla,43,hospitalizados
2020-04-15,19,Melilla,43,hospitalizados
2020-03-21,14,Murcia,61,hospitalizados
2020-03-22,14,Murcia,78,hospitalizados
2020-03-23,14,Murcia,80,hospitalizados
2020-03-24,14,Murcia,99,hospitalizados
2020-03-25,14,Murcia,127,hospitalizados
2020-03-26,14,Murcia,172,hospitalizados
2020-03-27,14,Murcia,209,hospitalizados
2020-03-28,14,Murcia,231,hospitalizados
2020-03-29,14,Murcia,260,hospitalizados
2020-03-30,14,Murcia,265,hospitalizados
2020-03-31,14,Murcia,283,hospitalizados
2020-04-01,14,Murcia,304,hospitalizados
2020-04-02,14,Murcia,389,hospitalizados
2020-04-03,14,Murcia,405,hospitalizados
2020-04-04,14,Murcia,434,hospitalizados
2020-04-05,14,Murcia,447,hospitalizados
2020-04-06,14,Murcia,468,hospitalizados
2020-04-07,14,Murcia,500,hospitalizados
2020-04-08,14,Murcia,515,hospitalizados
2020-04-09,14,Murcia,533,hospitalizados
2020-04-10,14,Murcia,533,hospitalizados
2020-04-11,14,Murcia,533,hospitalizados
2020-04-12,14,Murcia,537,hospitalizados
2020-04-13,14,Murcia,543,hospitalizados
2020-04-14,14,Murcia,566,hospitalizados
2020-04-15,14,Murcia,574,hospitalizados
2020-03-21,15,Navarra,222,hospitalizados
2020-03-22,15,Navarra,288,hospitalizados
2020-03-23,15,Navarra,339,hospitalizados
2020-03-24,15,Navarra,405,hospitalizados
2020-03-25,15,Navarra,506,hospitalizados
2020-03-26,15,Navarra,649,hospitalizados
2020-03-27,15,Navarra,732,hospitalizados
2020-03-28,15,Navarra,827,hospitalizados
2020-03-29,15,Navarra,896,hospitalizados
2020-03-30,15,Navarra,955,hospitalizados
2020-03-31,15,Navarra,1035,hospitalizados
2020-04-01,15,Navarra,1120,hospitalizados
