fecha,cod_ine,CCAA,total,tipo,Pob_CCAA_2019,UCIS_Públicos,UCIS_Privados,UCI_Total
2020-03-04,01,Andalucía,1,uci,8414240,572,162,734
2020-03-05,01,Andalucía,1,uci,8414240,572,162,734
2020-03-06,01,Andalucía,1,uci,8414240,572,162,734
2020-03-09,01,Andalucía,1,uci,8414240,572,162,734
2020-03-10,01,Andalucía,1,uci,8414240,572,162,734
2020-03-11,01,Andalucía,3,uci,8414240,572,162,734
2020-03-12,01,Andalucía,4,uci,8414240,572,162,734
2020-03-13,01,Andalucía,8,uci,8414240,572,162,734
2020-03-16,01,Andalucía,11,uci,8414240,572,162,734
2020-03-17,01,Andalucía,13,uci,8414240,572,162,734
2020-03-18,01,Andalucía,21,uci,8414240,572,162,734
2020-03-19,01,Andalucía,25,uci,8414240,572,162,734
2020-03-20,01,Andalucía,38,uci,8414240,572,162,734
2020-03-21,01,Andalucía,53,uci,8414240,572,162,734
2020-03-22,01,Andalucía,55,uci,8414240,572,162,734
2020-03-23,01,Andalucía,77,uci,8414240,572,162,734
2020-03-24,01,Andalucía,102,uci,8414240,572,162,734
2020-03-25,01,Andalucía,116,uci,8414240,572,162,734
2020-03-26,01,Andalucía,134,uci,8414240,572,162,734
2020-03-27,01,Andalucía,148,uci,8414240,572,162,734
2020-03-28,01,Andalucía,172,uci,8414240,572,162,734
2020-03-29,01,Andalucía,201,uci,8414240,572,162,734
2020-03-30,01,Andalucía,216,uci,8414240,572,162,734
2020-03-31,01,Andalucía,235,uci,8414240,572,162,734
2020-04-01,01,Andalucía,260,uci,8414240,572,162,734
2020-04-02,01,Andalucía,280,uci,8414240,572,162,734
2020-04-03,01,Andalucía,338,uci,8414240,572,162,734
2020-04-04,01,Andalucía,364,uci,8414240,572,162,734
2020-04-05,01,Andalucía,474,uci,8414240,572,162,734
2020-04-06,01,Andalucía,489,uci,8414240,572,162,734
2020-04-07,01,Andalucía,499,uci,8414240,572,162,734
2020-04-08,01,Andalucía,520,uci,8414240,572,162,734
2020-04-09,01,Andalucía,538,uci,8414240,572,162,734
2020-04-10,01,Andalucía,582,uci,8414240,572,162,734
2020-04-11,01,Andalucía,602,uci,8414240,572,162,734
2020-04-12,01,Andalucía,619,uci,8414240,572,162,734
2020-04-13,01,Andalucía,621,uci,8414240,572,162,734
2020-04-14,01,Andalucía,631,uci,8414240,572,162,734
2020-04-15,01,Andalucía,665,uci,8414240,572,162,734
2020-03-04,02,Aragón,0,uci,1319291,113,22,135
2020-03-05,02,Aragón,1,uci,1319291,113,22,135
2020-03-06,02,Aragón,1,uci,1319291,113,22,135
2020-03-09,02,Aragón,1,uci,1319291,113,22,135
2020-03-10,02,Aragón,3,uci,1319291,113,22,135
2020-03-11,02,Aragón,3,uci,1319291,113,22,135
2020-03-12,02,Aragón,3,uci,1319291,113,22,135
2020-03-13,02,Aragón,3,uci,1319291,113,22,135
2020-03-16,02,Aragón,7,uci,1319291,113,22,135
2020-03-17,02,Aragón,9,uci,1319291,113,22,135
2020-03-18,02,Aragón,9,uci,1319291,113,22,135
2020-03-19,02,Aragón,14,uci,1319291,113,22,135
2020-03-20,02,Aragón,28,uci,1319291,113,22,135
2020-03-21,02,Aragón,33,uci,1319291,113,22,135
2020-03-22,02,Aragón,45,uci,1319291,113,22,135
2020-03-23,02,Aragón,52,uci,1319291,113,22,135
2020-03-24,02,Aragón,66,uci,1319291,113,22,135
2020-03-25,02,Aragón,75,uci,1319291,113,22,135
2020-03-26,02,Aragón,93,uci,1319291,113,22,135
2020-03-27,02,Aragón,114,uci,1319291,113,22,135
2020-03-28,02,Aragón,124,uci,1319291,113,22,135
2020-03-29,02,Aragón,124,uci,1319291,113,22,135
2020-03-30,02,Aragón,156,uci,1319291,113,22,135
2020-03-31,02,Aragón,165,uci,1319291,113,22,135
2020-04-01,02,Aragón,168,uci,1319291,113,22,135
2020-04-02,02,Aragón,178,uci,1319291,113,22,135
2020-04-03,02,Aragón,180,uci,1319291,113,22,135
2020-04-04,02,Aragón,190,uci,1319291,113,22,135
2020-04-05,02,Aragón,233,uci,1319291,113,22,135
2020-04-06,02,Aragón,237,uci,1319291,113,22,135
2020-04-07,02,Aragón,247,uci,1319291,113,22,135
2020-04-08,02,Aragón,255,uci,1319291,113,22,135
2020-04-09,02,Aragón,261,uci,1319291,113,22,135
2020-04-10,02,Aragón,263,uci,1319291,113,22,135
2020-04-11,02,Aragón,266,uci,1319291,113,22,135
2020-04-12,02,Aragón,272,uci,1319291,113,22,135
2020-04-13,02,Aragón,274,uci,1319291,113,22,135
2020-04-14,02,Aragón,280,uci,1319291,113,22,135
2020-04-15,02,Aragón,282,uci,1319291,113,22,135
2020-03-04,03,Asturias,1,uci,1022800,86,7,93
2020-03-05,03,Asturias,2,uci,1022800,86,7,93
2020-03-06,03,Asturias,2,uci,1022800,86,7,93
2020-03-09,03,Asturias,2,uci,1022800,86,7,93
2020-03-10,03,Asturias,2,uci,1022800,86,7,93
2020-03-11,03,Asturias,2,uci,1022800,86,7,93
2020-03-12,03,Asturias,2,uci,1022800,86,7,93
2020-03-13,03,Asturias,2,uci,1022800,86,7,93
2020-03-16,03,Asturias,3,uci,1022800,86,7,93
2020-03-17,03,Asturias,5,uci,1022800,86,7,93
2020-03-18,03,Asturias,5,uci,1022800,86,7,93
2020-03-19,03,Asturias,6,uci,1022800,86,7,93
2020-03-20,03,Asturias,7,uci,1022800,86,7,93
2020-03-21,03,Asturias,12,uci,1022800,86,7,93
2020-03-22,03,Asturias,15,uci,1022800,86,7,93
2020-03-23,03,Asturias,22,uci,1022800,86,7,93
2020-03-24,03,Asturias,23,uci,1022800,86,7,93
2020-03-25,03,Asturias,29,uci,1022800,86,7,93
2020-03-26,03,Asturias,34,uci,1022800,86,7,93
2020-03-27,03,Asturias,47,uci,1022800,86,7,93
2020-03-28,03,Asturias,50,uci,1022800,86,7,93
2020-03-29,03,Asturias,57,uci,1022800,86,7,93
2020-03-30,03,Asturias,60,uci,1022800,86,7,93
2020-03-31,03,Asturias,65,uci,1022800,86,7,93
2020-04-01,03,Asturias,76,uci,1022800,86,7,93
2020-04-02,03,Asturias,79,uci,1022800,86,7,93
2020-04-03,03,Asturias,86,uci,1022800,86,7,93
2020-04-04,03,Asturias,87,uci,1022800,86,7,93
2020-04-05,03,Asturias,90,uci,1022800,86,7,93
2020-04-06,03,Asturias,90,uci,1022800,86,7,93
2020-04-07,03,Asturias,91,uci,1022800,86,7,93
2020-04-08,03,Asturias,91,uci,1022800,86,7,93
2020-04-09,03,Asturias,94,uci,1022800,86,7,93
2020-04-10,03,Asturias,100,uci,1022800,86,7,93
2020-04-11,03,Asturias,105,uci,1022800,86,7,93
2020-04-12,03,Asturias,106,uci,1022800,86,7,93
2020-04-13,03,Asturias,110,uci,1022800,86,7,93
2020-04-14,03,Asturias,111,uci,1022800,86,7,93
2020-04-15,03,Asturias,114,uci,1022800,86,7,93
2020-03-04,04,Baleares,0,uci,1149460,78,46,124
2020-03-05,04,Baleares,0,uci,1149460,78,46,124
2020-03-06,04,Baleares,0,uci,1149460,78,46,124
2020-03-09,04,Baleares,0,uci,1149460,78,46,124
2020-03-10,04,Baleares,1,uci,1149460,78,46,124
2020-03-11,04,Baleares,1,uci,1149460,78,46,124
2020-03-12,04,Baleares,2,uci,1149460,78,46,124
2020-03-13,04,Baleares,2,uci,1149460,78,46,124
2020-03-16,04,Baleares,4,uci,1149460,78,46,124
2020-03-17,04,Baleares,4,uci,1149460,78,46,124
2020-03-18,04,Baleares,4,uci,1149460,78,46,124
2020-03-19,04,Baleares,7,uci,1149460,78,46,124
2020-03-20,04,Baleares,10,uci,1149460,78,46,124
2020-03-21,04,Baleares,14,uci,1149460,78,46,124
2020-03-22,04,Baleares,14,uci,1149460,78,46,124
2020-03-23,04,Baleares,27,uci,1149460,78,46,124
2020-03-24,04,Baleares,35,uci,1149460,78,46,124
2020-03-25,04,Baleares,40,uci,1149460,78,46,124
2020-03-26,04,Baleares,43,uci,1149460,78,46,124
2020-03-27,04,Baleares,46,uci,1149460,78,46,124
2020-03-28,04,Baleares,59,uci,1149460,78,46,124
2020-03-29,04,Baleares,71,uci,1149460,78,46,124
2020-03-30,04,Baleares,80,uci,1149460,78,46,124
2020-03-31,04,Baleares,85,uci,1149460,78,46,124
2020-04-01,04,Baleares,95,uci,1149460,78,46,124
2020-04-02,04,Baleares,105,uci,1149460,78,46,124
2020-04-03,04,Baleares,112,uci,1149460,78,46,124
2020-04-04,04,Baleares,114,uci,1149460,78,46,124
2020-04-05,04,Baleares,120,uci,1149460,78,46,124
2020-04-06,04,Baleares,121,uci,1149460,78,46,124
2020-04-07,04,Baleares,124,uci,1149460,78,46,124
2020-04-08,04,Baleares,129,uci,1149460,78,46,124
2020-04-09,04,Baleares,132,uci,1149460,78,46,124
2020-04-10,04,Baleares,136,uci,1149460,78,46,124
2020-04-11,04,Baleares,137,uci,1149460,78,46,124
2020-04-12,04,Baleares,142,uci,1149460,78,46,124
2020-04-13,04,Baleares,143,uci,1149460,78,46,124
2020-04-14,04,Baleares,145,uci,1149460,78,46,124
2020-04-15,04,Baleares,149,uci,1149460,78,46,124
2020-03-04,05,Canarias,0,uci,2153389,187,50,237
2020-03-05,05,Canarias,0,uci,2153389,187,50,237
2020-03-06,05,Canarias,0,uci,2153389,187,50,237
2020-03-09,05,Canarias,0,uci,2153389,187,50,237
2020-03-10,05,Canarias,1,uci,2153389,187,50,237
2020-03-11,05,Canarias,1,uci,2153389,187,50,237
2020-03-12,05,Canarias,3,uci,2153389,187,50,237
2020-03-13,05,Canarias,2,uci,2153389,187,50,237
2020-03-16,05,Canarias,9,uci,2153389,187,50,237
2020-03-17,05,Canarias,13,uci,2153389,187,50,237
2020-03-18,05,Canarias,17,uci,2153389,187,50,237
2020-03-19,05,Canarias,23,uci,2153389,187,50,237
2020-03-20,05,Canarias,25,uci,2153389,187,50,237
2020-03-21,05,Canarias,29,uci,2153389,187,50,237
2020-03-22,05,Canarias,32,uci,2153389,187,50,237
2020-03-23,05,Canarias,32,uci,2153389,187,50,237
2020-03-24,05,Canarias,36,uci,2153389,187,50,237
2020-03-25,05,Canarias,43,uci,2153389,187,50,237
2020-03-26,05,Canarias,45,uci,2153389,187,50,237
2020-03-27,05,Canarias,61,uci,2153389,187,50,237
2020-03-28,05,Canarias,68,uci,2153389,187,50,237
2020-03-29,05,Canarias,78,uci,2153389,187,50,237
2020-03-30,05,Canarias,84,uci,2153389,187,50,237
2020-03-31,05,Canarias,94,uci,2153389,187,50,237
2020-04-01,05,Canarias,110,uci,2153389,187,50,237
2020-04-02,05,Canarias,113,uci,2153389,187,50,237
2020-04-03,05,Canarias,120,uci,2153389,187,50,237
2020-04-04,05,Canarias,128,uci,2153389,187,50,237
2020-04-05,05,Canarias,129,uci,2153389,187,50,237
2020-04-06,05,Canarias,133,uci,2153389,187,50,237
2020-04-07,05,Canarias,137,uci,2153389,187,50,237
2020-04-08,05,Canarias,138,uci,2153389,187,50,237
2020-04-09,05,Canarias,140,uci,2153389,187,50,237
2020-04-10,05,Canarias,141,uci,2153389,187,50,237
2020-04-11,05,Canarias,144,uci,2153389,187,50,237
2020-04-12,05,Canarias,144,uci,2153389,187,50,237
2020-04-13,05,Canarias,145,uci,2153389,187,50,237
2020-04-14,05,Canarias,147,uci,2153389,187,50,237
2020-04-15,05,Canarias,152,uci,2153389,187,50,237
2020-03-04,06,Cantabria,0,uci,581078,40,0,40
2020-03-05,06,Cantabria,0,uci,581078,40,0,40
2020-03-06,06,Cantabria,0,uci,581078,40,0,40
2020-03-09,06,Cantabria,0,uci,581078,40,0,40
2020-03-10,06,Cantabria,0,uci,581078,40,0,40
2020-03-11,06,Cantabria,0,uci,581078,40,0,40
2020-03-12,06,Cantabria,0,uci,581078,40,0,40
2020-03-13,06,Cantabria,0,uci,581078,40,0,40
2020-03-16,06,Cantabria,2,uci,581078,40,0,40
2020-03-17,06,Cantabria,2,uci,581078,40,0,40
2020-03-18,06,Cantabria,3,uci,581078,40,0,40
2020-03-19,06,Cantabria,4,uci,581078,40,0,40
2020-03-20,06,Cantabria,7,uci,581078,40,0,40
2020-03-21,06,Cantabria,9,uci,581078,40,0,40
2020-03-22,06,Cantabria,9,uci,581078,40,0,40
2020-03-23,06,Cantabria,14,uci,581078,40,0,40
2020-03-24,06,Cantabria,16,uci,581078,40,0,40
2020-03-25,06,Cantabria,18,uci,581078,40,0,40
2020-03-26,06,Cantabria,26,uci,581078,40,0,40
2020-03-27,06,Cantabria,29,uci,581078,40,0,40
2020-03-28,06,Cantabria,37,uci,581078,40,0,40
2020-03-29,06,Cantabria,40,uci,581078,40,0,40
2020-03-30,06,Cantabria,46,uci,581078,40,0,40
2020-03-31,06,Cantabria,50,uci,581078,40,0,40
2020-04-01,06,Cantabria,54,uci,581078,40,0,40
2020-04-02,06,Cantabria,57,uci,581078,40,0,40
2020-04-03,06,Cantabria,59,uci,581078,40,0,40
2020-04-04,06,Cantabria,60,uci,581078,40,0,40
2020-04-05,06,Cantabria,62,uci,581078,40,0,40
2020-04-06,06,Cantabria,65,uci,581078,40,0,40
2020-04-07,06,Cantabria,66,uci,581078,40,0,40
2020-04-08,06,Cantabria,69,uci,581078,40,0,40
2020-04-09,06,Cantabria,71,uci,581078,40,0,40
2020-04-10,06,Cantabria,73,uci,581078,40,0,40
2020-04-11,06,Cantabria,75,uci,581078,40,0,40
2020-04-12,06,Cantabria,75,uci,581078,40,0,40
2020-04-13,06,Cantabria,75,uci,581078,40,0,40
2020-04-14,06,Cantabria,76,uci,581078,40,0,40
2020-04-15,06,Cantabria,76,uci,581078,40,0,40
2020-03-04,08,Castilla-La Mancha,1,uci,2032863,155,13,168
2020-03-05,08,Castilla-La Mancha,1,uci,2032863,155,13,168
2020-03-06,08,Castilla-La Mancha,1,uci,2032863,155,13,168
2020-03-09,08,Castilla-La Mancha,2,uci,2032863,155,13,168
2020-03-10,08,Castilla-La Mancha,2,uci,2032863,155,13,168
2020-03-11,08,Castilla-La Mancha,5,uci,2032863,155,13,168
2020-03-12,08,Castilla-La Mancha,9,uci,2032863,155,13,168
2020-03-13,08,Castilla-La Mancha,10,uci,2032863,155,13,168
2020-03-16,08,Castilla-La Mancha,23,uci,2032863,155,13,168
2020-03-17,08,Castilla-La Mancha,23,uci,2032863,155,13,168
2020-03-18,08,Castilla-La Mancha,29,uci,2032863,155,13,168
2020-03-19,08,Castilla-La Mancha,37,uci,2032863,155,13,168
2020-03-20,08,Castilla-La Mancha,53,uci,2032863,155,13,168
2020-03-21,08,Castilla-La Mancha,65,uci,2032863,155,13,168
2020-03-22,08,Castilla-La Mancha,76,uci,2032863,155,13,168
2020-03-23,08,Castilla-La Mancha,142,uci,2032863,155,13,168
2020-03-24,08,Castilla-La Mancha,182,uci,2032863,155,13,168
2020-03-25,08,Castilla-La Mancha,210,uci,2032863,155,13,168
2020-03-26,08,Castilla-La Mancha,243,uci,2032863,155,13,168
2020-03-27,08,Castilla-La Mancha,273,uci,2032863,155,13,168
2020-03-28,08,Castilla-La Mancha,289,uci,2032863,155,13,168
2020-03-29,08,Castilla-La Mancha,299,uci,2032863,155,13,168
2020-03-30,08,Castilla-La Mancha,302,uci,2032863,155,13,168
2020-03-31,08,Castilla-La Mancha,344,uci,2032863,155,13,168
2020-04-01,08,Castilla-La Mancha,353,uci,2032863,155,13,168
2020-04-02,08,Castilla-La Mancha,355,uci,2032863,155,13,168
2020-04-03,08,Castilla-La Mancha,355,uci,2032863,155,13,168
2020-04-04,08,Castilla-La Mancha,360,uci,2032863,155,13,168
2020-04-05,08,Castilla-La Mancha,357,uci,2032863,155,13,168
2020-04-06,08,Castilla-La Mancha,354,uci,2032863,155,13,168
2020-04-07,08,Castilla-La Mancha,360,uci,2032863,155,13,168
2020-04-08,08,Castilla-La Mancha,354,uci,2032863,155,13,168
2020-04-09,08,Castilla-La Mancha,342,uci,2032863,155,13,168
2020-04-10,08,Castilla-La Mancha,329,uci,2032863,155,13,168
2020-04-11,08,Castilla-La Mancha,316,uci,2032863,155,13,168
2020-04-12,08,Castilla-La Mancha,316,uci,2032863,155,13,168
2020-04-13,08,Castilla-La Mancha,475,uci,2032863,155,13,168
2020-04-14,08,Castilla-La Mancha,486,uci,2032863,155,13,168
2020-04-15,08,Castilla-La Mancha,495,uci,2032863,155,13,168
2020-03-04,07,Castilla y León,1,uci,2399548,180,20,200
2020-03-05,07,Castilla y León,1,uci,2399548,180,20,200
2020-03-06,07,Castilla y León,1,uci,2399548,180,20,200
2020-03-09,07,Castilla y León,1,uci,2399548,180,20,200
2020-03-10,07,Castilla y León,2,uci,2399548,180,20,200
2020-03-11,07,Castilla y León,2,uci,2399548,180,20,200
2020-03-12,07,Castilla y León,4,uci,2399548,180,20,200
2020-03-13,07,Castilla y León,8,uci,2399548,180,20,200
2020-03-16,07,Castilla y León,24,uci,2399548,180,20,200
2020-03-17,07,Castilla y León,24,uci,2399548,180,20,200
2020-03-18,07,Castilla y León,43,uci,2399548,180,20,200
2020-03-19,07,Castilla y León,54,uci,2399548,180,20,200
2020-03-20,07,Castilla y León,69,uci,2399548,180,20,200
2020-03-21,07,Castilla y León,85,uci,2399548,180,20,200
2020-03-22,07,Castilla y León,106,uci,2399548,180,20,200
2020-03-23,07,Castilla y León,120,uci,2399548,180,20,200
2020-03-24,07,Castilla y León,137,uci,2399548,180,20,200
2020-03-25,07,Castilla y León,170,uci,2399548,180,20,200
2020-03-26,07,Castilla y León,202,uci,2399548,180,20,200
2020-03-27,07,Castilla y León,228,uci,2399548,180,20,200
2020-03-28,07,Castilla y León,249,uci,2399548,180,20,200
2020-03-29,07,Castilla y León,278,uci,2399548,180,20,200
2020-03-30,07,Castilla y León,307,uci,2399548,180,20,200
2020-03-31,07,Castilla y León,325,uci,2399548,180,20,200
2020-04-01,07,Castilla y León,345,uci,2399548,180,20,200
2020-04-02,07,Castilla y León,353,uci,2399548,180,20,200
2020-04-03,07,Castilla y León,355,uci,2399548,180,20,200
2020-04-04,07,Castilla y León,348,uci,2399548,180,20,200
2020-04-05,07,Castilla y León,351,uci,2399548,180,20,200
2020-04-06,07,Castilla y León,348,uci,2399548,180,20,200
2020-04-07,07,Castilla y León,346,uci,2399548,180,20,200
2020-04-08,07,Castilla y León,342,uci,2399548,180,20,200
2020-04-09,07,Castilla y León,338,uci,2399548,180,20,200
2020-04-10,07,Castilla y León,332,uci,2399548,180,20,200
2020-04-11,07,Castilla y León,327,uci,2399548,180,20,200
2020-04-12,07,Castilla y León,323,uci,2399548,180,20,200
2020-04-13,07,Castilla y León,312,uci,2399548,180,20,200
2020-04-14,07,Castilla y León,308,uci,2399548,180,20,200
2020-04-15,07,Castilla y León,306,uci,2399548,180,20,200
2020-03-04,09,Cataluña,0,uci,7675217,511,141,652
2020-03-05,09,Cataluña,0,uci,7675217,511,141,652
2020-03-06,09,Cataluña,0,uci,7675217,511,141,652
2020-03-09,09,Cataluña,0,uci,7675217,511,141,652
2020-03-10,09,Cataluña,0,uci,7675217,511,141,652
2020-03-11,09,Cataluña,0,uci,7675217,511,141,652
2020-03-12,09,Cataluña,0,uci,7675217,511,141,652
2020-03-13,09,Cataluña,25,uci,7675217,511,141,652
2020-03-16,09,Cataluña,33,uci,7675217,511,141,652
2020-03-17,09,Cataluña,33,uci,7675217,511,141,652
2020-03-18,09,Cataluña,33,uci,7675217,511,141,652
2020-03-19,09,Cataluña,33,uci,7675217,511,141,652
2020-03-20,09,Cataluña,33,uci,7675217,511,141,652
2020-03-21,09,Cataluña,298,uci,7675217,511,141,652
2020-03-22,09,Cataluña,298,uci,7675217,511,141,652
2020-03-23,09,Cataluña,551,uci,7675217,511,141,652
2020-03-24,09,Cataluña,551,uci,7675217,511,141,652
2020-03-25,09,Cataluña,781,uci,7675217,511,141,652
2020-03-26,09,Cataluña,1021,uci,7675217,511,141,652
2020-03-27,09,Cataluña,1187,uci,7675217,511,141,652
2020-03-28,09,Cataluña,1324,uci,7675217,511,141,652
2020-03-29,09,Cataluña,1391,uci,7675217,511,141,652
2020-03-30,09,Cataluña,1512,uci,7675217,511,141,652
2020-03-31,09,Cataluña,1652,uci,7675217,511,141,652
2020-04-01,09,Cataluña,1769,uci,7675217,511,141,652
2020-04-02,09,Cataluña,1855,uci,7675217,511,141,652
2020-04-03,09,Cataluña,2053,uci,7675217,511,141,652
2020-04-04,09,Cataluña,2108,uci,7675217,511,141,652
2020-04-05,09,Cataluña,2249,uci,7675217,511,141,652
2020-04-06,09,Cataluña,2276,uci,7675217,511,141,652
2020-04-07,09,Cataluña,2391,uci,7675217,511,141,652
2020-04-08,09,Cataluña,2442,uci,7675217,511,141,652
2020-04-09,09,Cataluña,2507,uci,7675217,511,141,652
2020-04-10,09,Cataluña,2582,uci,7675217,511,141,652
2020-04-11,09,Cataluña,2629,uci,7675217,511,141,652
2020-04-12,09,Cataluña,2658,uci,7675217,511,141,652
2020-04-13,09,Cataluña,2713,uci,7675217,511,141,652
2020-04-14,09,Cataluña,2775,uci,7675217,511,141,652
2020-04-15,09,Cataluña,2789,uci,7675217,511,141,652
2020-03-04,10,C. Valenciana,0,uci,5003769,450,101,551
2020-03-05,10,C. Valenciana,0,uci,5003769,450,101,551
2020-03-06,10,C. Valenciana,1,uci,5003769,450,101,551
2020-03-09,10,C. Valenciana,1,uci,5003769,450,101,551
2020-03-10,10,C. Valenciana,1,uci,5003769,450,101,551
2020-03-11,10,C. Valenciana,1,uci,5003769,450,101,551
2020-03-12,10,C. Valenciana,2,uci,5003769,450,101,551
2020-03-13,10,C. Valenciana,2,uci,5003769,450,101,551
2020-03-16,10,C. Valenciana,4,uci,5003769,450,101,551
2020-03-17,10,C. Valenciana,27,uci,5003769,450,101,551
2020-03-18,10,C. Valenciana,40,uci,5003769,450,101,551
2020-03-19,10,C. Valenciana,52,uci,5003769,450,101,551
2020-03-20,10,C. Valenciana,71,uci,5003769,450,101,551
2020-03-21,10,C. Valenciana,84,uci,5003769,450,101,551
2020-03-22,10,C. Valenciana,113,uci,5003769,450,101,551
2020-03-23,10,C. Valenciana,138,uci,5003769,450,101,551
2020-03-24,10,C. Valenciana,161,uci,5003769,450,101,551
2020-03-25,10,C. Valenciana,198,uci,5003769,450,101,551
2020-03-26,10,C. Valenciana,230,uci,5003769,450,101,551
2020-03-27,10,C. Valenciana,252,uci,5003769,450,101,551
2020-03-28,10,C. Valenciana,282,uci,5003769,450,101,551
2020-03-29,10,C. Valenciana,309,uci,5003769,450,101,551
2020-03-30,10,C. Valenciana,336,uci,5003769,450,101,551
2020-03-31,10,C. Valenciana,356,uci,5003769,450,101,551
2020-04-01,10,C. Valenciana,365,uci,5003769,450,101,551
2020-04-02,10,C. Valenciana,379,uci,5003769,450,101,551
2020-04-03,10,C. Valenciana,386,uci,5003769,450,101,551
2020-04-04,10,C. Valenciana,386,uci,5003769,450,101,551
2020-04-05,10,C. Valenciana,381,uci,5003769,450,101,551
2020-04-06,10,C. Valenciana,384,uci,5003769,450,101,551
2020-04-07,10,C. Valenciana,384,uci,5003769,450,101,551
2020-04-08,10,C. Valenciana,371,uci,5003769,450,101,551
2020-04-09,10,C. Valenciana,541,uci,5003769,450,101,551
2020-04-10,10,C. Valenciana,561,uci,5003769,450,101,551
2020-04-11,10,C. Valenciana,565,uci,5003769,450,101,551
2020-04-12,10,C. Valenciana,567,uci,5003769,450,101,551
2020-04-13,10,C. Valenciana,576,uci,5003769,450,101,551
2020-04-14,10,C. Valenciana,581,uci,5003769,450,101,551
2020-04-15,10,C. Valenciana,588,uci,5003769,450,101,551
2020-03-04,11,Extremadura,0,uci,1067710,97,5,102
2020-03-05,11,Extremadura,0,uci,1067710,97,5,102
2020-03-06,11,Extremadura,0,uci,1067710,97,5,102
2020-03-09,11,Extremadura,0,uci,1067710,97,5,102
2020-03-10,11,Extremadura,0,uci,1067710,97,5,102
2020-03-11,11,Extremadura,1,uci,1067710,97,5,102
2020-03-12,11,Extremadura,1,uci,1067710,97,5,102
2020-03-13,11,Extremadura,1,uci,1067710,97,5,102
2020-03-16,11,Extremadura,1,uci,1067710,97,5,102
2020-03-17,11,Extremadura,2,uci,1067710,97,5,102
2020-03-18,11,Extremadura,3,uci,1067710,97,5,102
2020-03-19,11,Extremadura,3,uci,1067710,97,5,102
2020-03-20,11,Extremadura,4,uci,1067710,97,5,102
2020-03-21,11,Extremadura,6,uci,1067710,97,5,102
2020-03-22,11,Extremadura,8,uci,1067710,97,5,102
2020-03-23,11,Extremadura,13,uci,1067710,97,5,102
2020-03-24,11,Extremadura,20,uci,1067710,97,5,102
2020-03-25,11,Extremadura,28,uci,1067710,97,5,102
2020-03-26,11,Extremadura,34,uci,1067710,97,5,102
2020-03-27,11,Extremadura,40,uci,1067710,97,5,102
2020-03-28,11,Extremadura,40,uci,1067710,97,5,102
2020-03-29,11,Extremadura,41,uci,1067710,97,5,102
2020-03-30,11,Extremadura,43,uci,1067710,97,5,102
2020-03-31,11,Extremadura,51,uci,1067710,97,5,102
2020-04-01,11,Extremadura,58,uci,1067710,97,5,102
2020-04-02,11,Extremadura,62,uci,1067710,97,5,102
2020-04-03,11,Extremadura,64,uci,1067710,97,5,102
2020-04-04,11,Extremadura,64,uci,1067710,97,5,102
2020-04-05,11,Extremadura,66,uci,1067710,97,5,102
2020-04-06,11,Extremadura,66,uci,1067710,97,5,102
2020-04-07,11,Extremadura,70,uci,1067710,97,5,102
2020-04-08,11,Extremadura,98,uci,1067710,97,5,102
2020-04-09,11,Extremadura,99,uci,1067710,97,5,102
2020-04-10,11,Extremadura,101,uci,1067710,97,5,102
2020-04-11,11,Extremadura,104,uci,1067710,97,5,102
2020-04-12,11,Extremadura,106,uci,1067710,97,5,102
2020-04-13,11,Extremadura,108,uci,1067710,97,5,102
2020-04-14,11,Extremadura,108,uci,1067710,97,5,102
2020-04-15,11,Extremadura,109,uci,1067710,97,5,102
2020-03-04,12,Galicia,0,uci,2699499,215,48,263
2020-03-05,12,Galicia,0,uci,2699499,215,48,263
2020-03-06,12,Galicia,0,uci,2699499,215,48,263
2020-03-09,12,Galicia,0,uci,2699499,215,48,263
2020-03-10,12,Galicia,2,uci,2699499,215,48,263
2020-03-11,12,Galicia,2,uci,2699499,215,48,263
2020-03-12,12,Galicia,2,uci,2699499,215,48,263
2020-03-13,12,Galicia,2,uci,2699499,215,48,263
2020-03-16,12,Galicia,9,uci,2699499,215,48,263
2020-03-17,12,Galicia,9,uci,2699499,215,48,263
2020-03-18,12,Galicia,12,uci,2699499,215,48,263
2020-03-19,12,Galicia,15,uci,2699499,215,48,263
2020-03-20,12,Galicia,19,uci,2699499,215,48,263
2020-03-21,12,Galicia,29,uci,2699499,215,48,263
2020-03-22,12,Galicia,35,uci,2699499,215,48,263
2020-03-23,12,Galicia,47,uci,2699499,215,48,263
2020-03-24,12,Galicia,55,uci,2699499,215,48,263
2020-03-25,12,Galicia,69,uci,2699499,215,48,263
2020-03-26,12,Galicia,86,uci,2699499,215,48,263
2020-03-27,12,Galicia,98,uci,2699499,215,48,263
2020-03-28,12,Galicia,112,uci,2699499,215,48,263
2020-03-29,12,Galicia,123,uci,2699499,215,48,263
2020-03-30,12,Galicia,134,uci,2699499,215,48,263
2020-03-31,12,Galicia,149,uci,2699499,215,48,263
2020-04-01,12,Galicia,158,uci,2699499,215,48,263
2020-04-02,12,Galicia,165,uci,2699499,215,48,263
2020-04-03,12,Galicia,178,uci,2699499,215,48,263
2020-04-04,12,Galicia,178,uci,2699499,215,48,263
2020-04-05,12,Galicia,170,uci,2699499,215,48,263
2020-04-06,12,Galicia,170,uci,2699499,215,48,263
2020-04-07,12,Galicia,162,uci,2699499,215,48,263
2020-04-08,12,Galicia,158,uci,2699499,215,48,263
